,sentence,label,tones
825,im already feeling sentimental about his time as a newborn as he was so wee and has sadly outgrown some fave thrifted outfits,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.845963,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.63698,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
826,i feel like ive been in a more innocent version of a one night stand,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.711887,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
827,i finish typing this post i realise i m ok no longer do i feel annoyed angry or even sad,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.708587,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
828,i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.700747,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
829,i feel petty even though the thoughts arent real fleshed out thoughts just these fluttering i should feel like this kind of thoughts,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.76917,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.907671,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.943648,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
830,i felt sad and apprehensive and angry that i d had vertigo and that it had left me feeling uncertain,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.768193,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
831,i feel like ive got a handle on trusting my instincts,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.8152,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
832,i feel so complacent and start thinking that i am so smart,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.505826,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
833,i have admitted defeat and asked the other half to come back from the lake coz i just feel so uptight already,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.617055,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
834,i feel if journalists then blamed me,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.570796,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.895415,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
835,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.564495,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.664718,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
836,i put my leg around yours and wrap my arms under yours for me to feel safe again,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
837,i feel more loyal to lucy,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.597514,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
838,i feel like im not pretty enough like my personality is too boring and obnoxious,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.781054,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.711887,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.845297,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
839,i am so relieved and excited and i feel confident again,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.911455,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.579436,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
840,im proud of but having crafted something that other people care about even just enough to click through to makes me feel so wonderful,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.895573,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
841,i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.504663,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
842,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.660542,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
843,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.807144,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
844,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.57374,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
845,i feel more clever,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
846,i was feeling remorseful about my breakfast and so i took a diet pill,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.580316,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
847,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.529092,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.923952,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
848,i do not know what my next steps are but i no longer feel lost,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
849,i have been feeling awful,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.931034,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.916667,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.931034,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
850,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.742841,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.909883,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
851,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.61113,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
852,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,joy,"{  ""document_tone"": {    ""tones"": []  }}"
853,i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.588058,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
854,im known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.563913,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
855,i feel really tranquil where i am right now,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
856,i feel impatient yet i am not fully sure what i am searching for,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.752731,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
857,i was on my own tearful and feeling unloved even though i know that i am,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
858,i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.708371,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.594263,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
859,i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.692263,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.86005,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
860,i was starting to feel a little stressed,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
861,i have to admit i am feeling a bit intimidated by the challenge of,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.528719,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.839923,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
862,i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.613335,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.778006,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
863,i feel ashamed to have not read it yet,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.513109,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
864,i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.509128,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
865,i woke up on a beautiful sunday morning feeling restless and miserable,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.590599,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
866,i feel unwelcome at work sometimes and think people might be talking about me rel bookmark i feel unwelcome at work sometimes and think people might be talking about me april a class url fn n href http www,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.933436,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
867,i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.579436,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
868,i couldn t turn my head away even when i feel frightened,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.822766,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
869,i feel like i should go to the supermarket and buy something totally delicious for dinner with the money my mother put in my account today,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.690308,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
870,i feel fine e terminando com eight days a week um ano depois,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.602783,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
871,i feel the most uncertain about the project,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.661407,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.984352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
872,i feel vital full of energy every day and super positive,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.782831,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.913755,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
873,i feel i am completely dissatisfied with the whole world and all human characters are inconsistent,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.833309,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
874,i mean how would you feel if euan got hauled in for murder but you knew he was innocent,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.828638,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
875,i have experimented lots of the experiences she mentions and sadly this made me realize that most women feel that their career paths are somehow going to be determined by their partners if they support them or not their children ther co workers etc,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.807193,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.659112,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.541591,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
876,i knew from high school and he s pretty fuckin chill says that the girl feels insulted and threatened by the blog that i wrote and would like me to apologize and if i offended her i m sorry,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.703094,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.511119,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
877,i don t feel that talented at impacting how things end up at the moment,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.505371,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
878,i find myself feeling happy more and more and it feels so very good,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.946218,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
879,i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.504627,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.704683,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
880,im feeling particularly dangerous a chocolate cookie,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.580562,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
881,im feeling ok and always has a hand on me or sits very close,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.751512,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
882,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.544184,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.836129,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
883,i feel like an innocent victim i feel that i just can t win,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.555639,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.867767,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.73677,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
884,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.631525,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
885,i feel they are sincere in wanting to resolve these grievances,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.653099,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
886,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.671775,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
887,i feel apprehensive about the ride ahead,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.650613,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.91961,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
888,i feel bothered,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.931034,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.916667,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
889,i feel a hint of my beloved art nouveau era in this bracelet,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.720082,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
890,i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.743365,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
891,i do not feel insecure or unsafe,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.801827,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.974201,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
892,i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.55568,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
893,i guess while i can understand their concern i can t help but feel a little rejected,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.567956,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.775166,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
894,i laced my shoes and pounded out those feelings on the hot black pavement before me,love,"{  ""document_tone"": {    ""tones"": []  }}"
895,i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place,joy,"{  ""document_tone"": {    ""tones"": []  }}"
896,i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.565708,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.525007,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
897,i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.696942,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
898,i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
899,i love everything that were learning about and feel really passionate about design,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.863045,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.867767,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.908301,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
900,i feel my brain damaged are getting worst for dis moment,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.716214,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
901,im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,joy,"{  ""document_tone"": {    ""tones"": []  }}"
902,the funeral of a friend who was killed in a car accident she was of my own age,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.681965,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
903,i feel fearful of being near them,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.720277,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
904,i was wondering why i was feeling so ecstatic,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.856622,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
905,i out of all people really dont have many proplems talking about how i feel that being said i am in love so after all i have bitched about the last months was in vain,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
906,i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.540346,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.827997,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
907,i cant imagine the agony those folks feel waiting for news about their own sentimental things,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.750041,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.506763,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
908,i feel that will make you even more caring,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.868982,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
909,i feel all messy,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.898327,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
910,i do this i feel lethargic uninspired and the next morning have a go at myself,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
911,i feel just insulted,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.916667,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.931034,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.996505,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
912,i feel we need a little romantic boost in the relationship,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.607277,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.653099,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
913,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.514265,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
914,i use an elevated lexicon to feel more intelligent,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
915,i feel wronged by the world,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.719715,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
916,i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.579397,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.58393,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.538448,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
917,i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.575786,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.636458,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
918,i will write anything if i feel passionate about it or at the very least if it genuinely interests me,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.954099,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.952549,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
919,i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.618258,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.937821,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
920,i feel agitated and empty and missing something,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.817028,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.961411,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
921,i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.902096,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
922,i still feel a little dazed and high which is alarming since its been hours or so,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.673183,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.775166,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
923,i would feel joyful,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.880435,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
924,i feel like i was there to feed them food touch love caring and compassion,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.626964,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.711887,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
925,i feel so terribly that i have ignored her sweet email up until now,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.561854,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
926,i am feeling deeply offended big hurt feelings in fact,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.797543,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.842108,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
