,sentence,label,tones
3884,i still feel incredibly frustrated by it,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.641831,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
3885,i feel sympathetic toward him he is always suffering through a million responsibilities,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.768792,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.509368,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3886,i was lured into the idea of the event with the promise of free champagne you know me and a brilliant talk by bestselling author kathy lette but left feeling genuinely inspired and empowered,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.70586,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.594429,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3887,i feel as i did when i was troubled easily agitated and indecisive,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.537439,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.716301,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3888,i have a feeling his sex phobia is the result of his having been sexually abused by his sister when he was a child,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.6705,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
3889,i feel content just because of the weather,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.987521,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.974201,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3890,i tend to feel too empathtic and too remorseful and guilty even about shit i am not a part of,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.65899,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3891,i started to feel some dull cramps that lasted for about two hours i thought maybe the babies didnt like mexican which is cray cray because its my favorite,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.621637,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.91235,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3892,i feel like im reliving the prequel again another jedi queen in a romantic relationship trying to keep it secret,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.509374,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.778006,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3893,i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,fear,"{  ""document_tone"": {    ""tones"": []  }}"
3894,i think she is pretty sure she is not the victim then feel really unfortunate to bobo if she is really pregnant,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.886684,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3895,i feel the echoes of the divine so very close,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.618451,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3896,i finished it feeling amazing,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.887958,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3897,i feel so bad to have slacked of on my health but now i need to make the time,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.651461,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3898,i feel so special when im wearing this front,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3899,i can totally sympathize with everyone here who doesn t speak native english as i feel like a brain damaged five year old whenever i try to speak japanese for any length of time,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
3900,i ran upon it while looking for a cute saying to add to address change cards planning ahead and feeling positive,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.726784,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.598602,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3901,i had and not having any lingering feelings nor longing for anyone,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3902,i have just had such a crappy week that i am still feeling all agitated and like the day wasn t what i wanted,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.691038,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3903,ive lost lbs between january of this year and now i have this wicked part of me that feels very keen to try on new clothing and to tell myself that i deserve new clothing,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.53779,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3904,i acknowledge that i am not actually fat by definition but feeling uncomfortable in my skin,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.936902,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3905,i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.860754,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3906,i am feeling so honoured to be a,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.78,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3907,ive been feeling the demands of my three beloved males pushing and pulling spinning me around as i dance to the beat of their drum,joy,"{  ""document_tone"": {    ""tones"": []  }}"
3908,i feel like in order to live a compassionate life this is an essential piece of the puzzle for me,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.52318,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.911475,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3909,i still feel the tender touch of a hand in mine,love,"{  ""document_tone"": {    ""tones"": []  }}"
3910,i learned my lesson and would never repeat my mistake i ve seen real child abuse and still do not feel that i abused my child,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.73677,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3911,i feel so blessed that i am able to leave there,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.717676,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3912,i now feel so determined to smash round and really give her something to be proud of,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.743608,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.775166,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.743104,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3913,i feel like i cant handle this deployment or that i am miserable,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.815962,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3914,i feel so beaten down by the constant anxiety and frustration of looking for word and being constantly disappointed,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
3915,i feel like i am not very smart,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.648205,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.895415,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.806517,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3916,i feel guilt that i was cranky last night and didn t fully embrace my evening alone with the boy,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.825414,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3917,i already feel like ive been accepted into the community here,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.599966,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.8152,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3918,i confess to feeling a bit nervous now though there are some very talented people in the group,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.713607,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
3919,i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.55546,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.618451,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3920,i am wondering if i am feeling brave enough to make them for gifts,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.782433,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3921,i am simply to realize that master homis knows best and if he feels there is too much going on he will step in and help with some tasks that i perform and i am not to become distressed about this,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.618404,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3922,i feel so pissed about myself,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3923,i wish i can wake up and find peace see little kids flying their kites catch hope and not only feel it but taste how delicious a four letter word can give me the shelter i need,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.687226,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3924,i feel that im not talented in baking,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.538381,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3925,i still feel that i expect pieces of the world from him but im afraid to come close and place those expectations upon him again in fear that hell disappoint me,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.861328,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
3926,i managed to eat more than i usually can on race morning mostly because jon was there and i didnt feel quite as nervous,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.80078,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3927,i see jacque i feel extremely guilty because she still hasn t forgiven me,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.544145,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3928,i started off feeling rather cranky and grumpy and ultimately ordinary then there was a little facebook flash from my cousin in west meath and suddenly we were pinging bad jokes and naughty stories about rudolph valentino performing unspeakable acts back and forth and it felt like a party,anger,"{  ""document_tone"": {    ""tones"": []  }}"
3929,i feel like they might be engineering hostile situations by which i mean wars and missile testing and dropping spy planes out of the sky and all the rest because overwhelmingly they have y chromosomes and because they are bored,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.620495,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.747419,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3930,i have come off conquerer others i feel i have missed the mark or perhaps the lesson that i was suppose to learn,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.720785,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.931522,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.679906,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3931,i just yearned for that homey feeling where you are sitting at the river with friends and the sun is hot and warming your skin and you are wearing jean shorts and life is perfect for a day,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.691896,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3932,i set off feeling strangely nervous and quite weak but slowly worked through the problems and was soon attempting the toughest problems,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.588851,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.566964,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.87232,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3933,i feel so divine to be so cared for,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3934,im not enjoying winter hate feeling cold and having to dress in so many layers,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.641005,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
3935,i feel like i should have some wine or something i was amused,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.676057,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.762356,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.984352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3936,i feel pressured to be the perfect happy woman but it s because i have a hard time letting people in past a certain level so it just is easier to default to happy go lucky which i usually am anyway,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.85327,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3937,i feel innocent and free again,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3938,i hate to feel threatened totally,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.59227,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      },      {        ""score"": 0.550052,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.80026,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3939,when in a car accident where car was total wipe off wipe out,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.509368,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3940,i did not feel disappointed with the performance here,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3941,i feel a sense of loss when an extremely talented and passionate engineer who wants to work on certain dsp design eventually takes up a job at a financial number crunching software company only because he did not get the right kind of job,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.510428,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.528045,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3942,i feel relieved that a rescue party has arrived,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.692167,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3943,i pushed the feeling aside and contented myself with an apple,joy,"{  ""document_tone"": {    ""tones"": []  }}"
3944,i expect ou to win but i feel there strongest competition will be a pretty talented and experienced ok state squad,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.672214,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3945,i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.629847,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3946,i mention this seemingly obvious little tidbit is that either many of my friends have an innate inability to understand this or they feel hurt and neglected because of it,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.766797,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.896456,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3947,i am terrified and not feeling terribly keen right now,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.834871,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
3948,i feel so alone and im just going out of my mind,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.676514,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3949,i know that there is some cynicism involved but i also know that it s come from the lessons i ve learned over the last couple years of life and i don t feel resentful or damaged because of it i feel fortunate enough to have been clubbed upside the head with a bigger dose of reality,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.562094,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.738715,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3950,i only need to feel respected and safe,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.868982,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.615352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3951,i almost feel greedy for believing that i want so much,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.674416,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.978587,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3952,i feel unease in my room but our living room is very pleasant for me,joy,"{  ""document_tone"": {    ""tones"": []  }}"
3953,i did feel complacent that now in britain with the immediate rain life would be that little bit more familiar but nonetheless i have the memories the photos and now i have a goal to work for my gap year and i would be working on that as early as saturday when i would be earning,joy,"{  ""document_tone"": {    ""tones"": []  }}"
3954,i felt like i was losing control of my body and it was hard for me to feel calm and positive about that because it wasn t an irrational thought,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.54639,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.532616,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3955,i feel you are very charming but do the other people feel very terrible,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.682582,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.751512,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3956,i start feeling angry i need to actually stop and figure out what im really feeling so i can deal with life in a more balanced way,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.792909,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
3957,i feel so invigorated when its cold,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.565534,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3958,i feel ive been physically uncomfortable for the last months of my life so nothing new there,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.524815,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3959,i feel more intelligent and strong,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.640027,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3960,i feel invigorated and enthusiastic,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.822231,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3961,i see what being unhealthy does and i can feel the weight that i ve gained back and i am pissed that i let some of it creep back on,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.674509,        ""tone_id"": ""anger"",        ""tone_name"": ""Anger""      }    ]  }}"
3962,im overreacting or perhaps the feeling i felt was just an amplified reaction to the way she has ignored almost everything ive said in class or the stupid smile and her tone she has been using in those rare cases she hasnt ignored me,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3963,i should just leave him be so he could go on his merry way and so i could stop feeling like i was just unimportant to him now,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.691105,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.940677,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3964,i needed to feel loved and accepted although i falter,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.571983,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3965,i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.534455,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3966,i tend to feel humiliated when criticized,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.91961,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3967,i was overwhelmed with joy when i received the acceptance letter to unza this happened again when i passed all my first year courses,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.575324,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.543112,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
3968,i feel virtuous as ive already done more on it this week than i have for several months,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.715437,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3969,i feel that when i run i that is me sarah the mind am supporting this body,joy,"{  ""document_tone"": {    ""tones"": []  }}"
3970,i will feel the sadness when i am more troubled,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.911609,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3971,i stared up at him amazed by the feeling and as equally amazed that nothing else was happening,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.590955,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3972,i feel more excitment than reluctant xdd hohoho looking foward tmr xd cya tmr,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.823971,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3973,i took a shower then headed to the bsc loop to meet allies for the trip to the club feeling very triumphant that i had helped in such a marvellous prank,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.61846,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3974,i got home feeling miserable at my lack of shopping skillzz i remembered the bag of un opened un used make up sitting in my bedroom that i forgot all about,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.729917,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.543112,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.687768,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3975,i honestly feel that im being ignored and left alone,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.591886,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
3976,i guess a lot of her is pretty high even though i can feel her hiccups and im guessing hand and arm movement low,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.952181,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3977,i feel that im fine without him,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.607557,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3978,i do however feel that some people would not be so shocked right,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.867767,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3979,i am now feeling the onset of an unpleasant sort of tourist panic,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.90961,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      },      {        ""score"": 0.716301,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3980,i truly felt that when i left friday you were smiling and feeling i had respected you and you thinking i was a teasing little heathen you loved who enjoys arousing you with an animal delight,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.956396,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
3981,i feel drastically inadequate for the needs i feel swirling around me,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      },      {        ""score"": 0.620279,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3982,i feel you might be quite amazed if ahead of you begin your diet program you continue to keep a a href http www,surprise,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.596169,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.75152,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
3983,i come home feeling drained and paralysed and when i try to study my brain just shuts down and ill end up snoring away on my bed and visiting dreamland,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
3984,i take a look as i try to get used to the feeling of his touch innocent as it is,joy,"{  ""document_tone"": {    ""tones"": []  }}"
3985,i lived her life without the feeling of acceptance she felt as though trouble and misery followed her everywhere she went and that everyone hated her because of it,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.663256,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.901894,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
3986,i every once in a while feel free,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.704642,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
